fullName,country,politicalGroup,id,nationalPoliticalGroup,twitter_urls,officialURL,screen_name,GroupShort,screen_name_lower
Richard CORBETT,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2309,Labour Party,https://twitter.com/RCorbettMEP,https://www.europarl.europa.eu/meps/en/2309,RCorbettMEP,S&D,rcorbettmep
David CORMAND,France,Group of the Greens/European Free Alliance,197503,Europe Écologie,https://twitter.com/DavidCormand,https://www.europarl.europa.eu/meps/en/197503,DavidCormand,Greens–EFA,davidcormand
Ignazio CORRAO,Italy,Non-attached Members,124856,Movimento 5 Stelle,https://twitter.com/ignaziocorrao,https://www.europarl.europa.eu/meps/en/124856,ignaziocorrao,"NA",ignaziocorrao
Andrea COZZOLINO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96880,Partito Democratico,https://twitter.com/cozzolino62,https://www.europarl.europa.eu/meps/en/96880,cozzolino62,S&D,cozzolino62
Corina CREȚU,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,33997,PRO Romania,NA,https://www.europarl.europa.eu/meps/en/33997,NA,S&D,NA
Katalin CSEH,Hungary,Renew Europe Group,197588,Momentum,NA,https://www.europarl.europa.eu/meps/en/197588,NA,RE,NA
Ciarán CUFFE,Ireland,Group of the Greens/European Free Alliance,197654,Green Party,https://twitter.com/ciarancuffe,https://www.europarl.europa.eu/meps/en/197654,ciarancuffe,Greens–EFA,ciarancuffe
Josianne CUTAJAR,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197394,Partit Laburista,https://twitter.com/josiannecutajar,https://www.europarl.europa.eu/meps/en/197394,josiannecutajar,S&D,josiannecutajar
Ryszard CZARNECKI,Poland,European Conservatives and Reformists Group,28372,Prawo i Sprawiedliwość,https://twitter.com/r_czarnecki,https://www.europarl.europa.eu/meps/en/28372,r_czarnecki,ECR,r_czarnecki
Peter van DALEN,Netherlands,Group of the European People's Party (Christian Democrats),96809,ChristenUnie,http://twitter.com/petervdalen,https://www.europarl.europa.eu/meps/en/96809,http://twitter.com/petervdalen,EPP,http://twitter.com/petervdalen
Miriam DALLI,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124970,Partit Laburista,https://twitter.com/Miriamdalli,https://www.europarl.europa.eu/meps/en/124970,Miriamdalli,S&D,miriamdalli
Clare DALY,Ireland,Confederal Group of the European United Left - Nordic Green Left,197731,Independent,NA,https://www.europarl.europa.eu/meps/en/197731,NA,GUE-NGL,NA
Rosa D'AMATO,Italy,Non-attached Members,124835,Movimento 5 Stelle,NA,https://www.europarl.europa.eu/meps/en/124835,NA,"NA",NA
Seb DANCE,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124952,Labour Party,https://twitter.com/SebDance,https://www.europarl.europa.eu/meps/en/124952,SebDance,S&D,sebdance
Johan DANIELSSON,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,38542,Arbetarepartiet- Socialdemokraterna,NA,https://www.europarl.europa.eu/meps/en/38542,NA,S&D,NA
Arnaud DANJEAN,France,Group of the European People's Party (Christian Democrats),96747,Les Républicains,https://twitter.com/ArnaudDanjean,https://www.europarl.europa.eu/meps/en/96747,ArnaudDanjean,EPP,arnauddanjean
Gianantonio DA RE,Italy,Identity and Democracy Group,197608,Lega,NA,https://www.europarl.europa.eu/meps/en/197608,NA,ID,NA
Martin Edward DAUBNEY,United Kingdom,Non-attached Members,197760,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/197760,NA,"NA",NA
Ivan DAVID,Czechia,Identity and Democracy Group,197556,Svoboda a přímá demokracie,NA,https://www.europarl.europa.eu/meps/en/197556,NA,ID,NA
Chris DAVIES,United Kingdom,Renew Europe Group,4554,Liberal Democrats,https://twitter.com/ChrisDaviesLD,https://www.europarl.europa.eu/meps/en/4554,ChrisDaviesLD,RE,chrisdaviesld
Paolo DE CASTRO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96891,Partito Democratico,https://twitter.com/paolodecastro,https://www.europarl.europa.eu/meps/en/96891,paolodecastro,S&D,paolodecastro
Jérémy DECERLE,France,Renew Europe Group,197504,Liste Renaissance,NA,https://www.europarl.europa.eu/meps/en/197504,NA,RE,NA
Gwendoline DELBOS-CORFIELD,France,Group of the Greens/European Free Alliance,197531,Europe Écologie,NA,https://www.europarl.europa.eu/meps/en/197531,NA,Greens–EFA,NA
Andor DELI,Hungary,Group of the European People's Party (Christian Democrats),124714,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,https://twitter.com/andordeli,https://www.europarl.europa.eu/meps/en/124714,andordeli,EPP,andordeli
Karima DELLI,France,Group of the Greens/European Free Alliance,96868,Europe Écologie,https://twitter.com/KarimaDelli,https://www.europarl.europa.eu/meps/en/96868,KarimaDelli,Greens–EFA,karimadelli
Belinda DE LUCY,United Kingdom,Non-attached Members,197736,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/197736,BelindadeLucy,"NA",belindadelucy
Filip DE MAN,Belgium,Identity and Democracy Group,197472,Vlaams Belang,NA,https://www.europarl.europa.eu/meps/en/197472,NA,ID,NA
Özlem DEMIREL,Germany,Confederal Group of the European United Left - Nordic Green Left,197468,DIE LINKE.,https://twitter.com/oezlemademirel,https://www.europarl.europa.eu/meps/en/197468,oezlemademirel,GUE-NGL,oezlemademirel
Anna DEPARNAY-GRUNENBERG,Germany,Group of the Greens/European Free Alliance,197453,Bündnis 90/Die Grünen,NA,https://www.europarl.europa.eu/meps/en/197453,NA,Greens–EFA,NA
Petra DE SUTTER,Belgium,Group of the Greens/European Free Alliance,197471,Groen,https://twitter.com/pdsutter,https://www.europarl.europa.eu/meps/en/197471,pdsutter,Greens–EFA,pdsutter
Tamás DEUTSCH,Hungary,Group of the European People's Party (Christian Democrats),96826,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,https://twitter.com/dajcstomi,https://www.europarl.europa.eu/meps/en/96826,dajcstomi,EPP,dajcstomi
Dinesh DHAMIJA,United Kingdom,Renew Europe Group,197693,Liberal Democrats,NA,https://www.europarl.europa.eu/meps/en/197693,NA,RE,NA
Geoffroy DIDIER,France,Group of the European People's Party (Christian Democrats),190774,Les Républicains,https://twitter.com/geoffroydidier,https://www.europarl.europa.eu/meps/en/190774,geoffroydidier,EPP,geoffroydidier
André Jorge DIONÍSIO BRADFORD,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197640,Partido Socialista,NA,https://www.europarl.europa.eu/meps/en/197640,NA,S&D,NA
Martina DLABAJOVÁ,Czechia,Renew Europe Group,124709,ANO 2011,https://twitter.com/Mdlabajova,https://www.europarl.europa.eu/meps/en/124709,Mdlabajova,RE,mdlabajova
Klára DOBREV,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197579,Demokratikus Koalíció,NA,https://www.europarl.europa.eu/meps/en/197579,NA,S&D,NA
Diane DODDS,United Kingdom,Non-attached Members,96951,Democratic Unionist Party,NA,https://www.europarl.europa.eu/meps/en/96951,NA,"NA",NA
Christian DOLESCHAL,Germany,Group of the European People's Party (Christian Democrats),197473,Christlich-Soziale Union in Bayern e.V.,NA,https://www.europarl.europa.eu/meps/en/197473,NA,EPP,NA
Anna Julia DONÁTH,Hungary,Renew Europe Group,197595,Momentum,https://twitter.com/donath_anna,https://www.europarl.europa.eu/meps/en/197595,donath_anna,RE,donath_anna
Francesca DONATO,Italy,Identity and Democracy Group,197822,Lega,https://twitter.com/ladyonorato,https://www.europarl.europa.eu/meps/en/197822,ladyonorato,ID,ladyonorato
Herbert DORFMANN,Italy,Group of the European People's Party (Christian Democrats),96787,Südtiroler Volkspartei,NA,https://www.europarl.europa.eu/meps/en/96787,NA,EPP,NA
Gina DOWDING,United Kingdom,Group of the Greens/European Free Alliance,197613,Green Party,NA,https://www.europarl.europa.eu/meps/en/197613,NA,Greens–EFA,NA
Marco DREOSTO,Italy,Identity and Democracy Group,197614,Lega,NA,https://www.europarl.europa.eu/meps/en/197614,NA,ID,NA
Jarosław DUDA,Poland,Group of the European People's Party (Christian Democrats),197510,Platforma Obywatelska,https://twitter.com/jaroslawduda,https://www.europarl.europa.eu/meps/en/197510,jaroslawduda,EPP,jaroslawduda
Lena DÜPONT,Germany,Group of the European People's Party (Christian Democrats),99945,Christlich Demokratische Union Deutschlands,NA,https://www.europarl.europa.eu/meps/en/99945,NA,EPP,NA
Estrella DURA FERRANDIS,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,198329,Partido Socialista Obrero Español,NA,https://www.europarl.europa.eu/meps/en/198329,NA,S&D,NA
Pascal DURAND,France,Renew Europe Group,124693,Liste Renaissance,NA,https://www.europarl.europa.eu/meps/en/124693,NA,RE,NA
Lucia ĎURIŠ NICHOLSONOVÁ,Slovakia,European Conservatives and Reformists Group,197766,Sloboda a Solidarita,NA,https://www.europarl.europa.eu/meps/en/197766,NA,ECR,NA
Angel DZHAMBAZKI,Bulgaria,European Conservatives and Reformists Group,124873,VMRO,https://twitter.com/djambazki,https://www.europarl.europa.eu/meps/en/124873,djambazki,ECR,djambazki
Karoline EDTSTADLER,Austria,Group of the European People's Party (Christian Democrats),197643,Österreichische Volkspartei,NA,https://www.europarl.europa.eu/meps/en/197643,NA,EPP,NA
Christian EHLER,Germany,Group of the European People's Party (Christian Democrats),28226,Christlich Demokratische Union Deutschlands,NA,https://www.europarl.europa.eu/meps/en/28226,NA,EPP,NA
Bas EICKHOUT,Netherlands,Group of the Greens/European Free Alliance,96725,GroenLinks,https://twitter.com/BasEickhout,https://www.europarl.europa.eu/meps/en/96725,BasEickhout,Greens–EFA,baseickhout
Andrew ENGLAND KERR,United Kingdom,Non-attached Members,197803,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/197803,NA,"NA",NA
Derk Jan EPPINK,Netherlands,European Conservatives and Reformists Group,97133,Forum voor Democratie,https://twitter.com/djeppink,https://www.europarl.europa.eu/meps/en/97133,djeppink,ECR,djeppink
Cornelia ERNST,Germany,Confederal Group of the European United Left - Nordic Green Left,96852,DIE LINKE.,NA,https://www.europarl.europa.eu/meps/en/96852,NA,GUE-NGL,NA
Engin EROGLU,Germany,Renew Europe Group,197430,Freie Wähler,NA,https://www.europarl.europa.eu/meps/en/197430,NA,RE,NA
Ismail ERTUG,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96842,Sozialdemokratische Partei Deutschlands,https://twitter.com/IsmailErtug,https://www.europarl.europa.eu/meps/en/96842,IsmailErtug,S&D,ismailertug
Rosa ESTARÀS FERRAGUT,Spain,Group of the European People's Party (Christian Democrats),96811,Partido Popular,NA,https://www.europarl.europa.eu/meps/en/96811,NA,EPP,NA
Jill EVANS,United Kingdom,Group of the Greens/European Free Alliance,4550,Plaid Cymru - Party of Wales,https://twitter.com/JillEvansMEP,https://www.europarl.europa.eu/meps/en/4550,JillEvansMEP,Greens–EFA,jillevansmep
Eleonora EVI,Italy,Non-attached Members,124779,Movimento 5 Stelle,https://twitter.com/eleonoraevi,https://www.europarl.europa.eu/meps/en/124779,eleonoraevi,"NA",eleonoraevi
Agnès EVREN,France,Group of the European People's Party (Christian Democrats),197535,Les Républicains,https://twitter.com/agnesevren,https://www.europarl.europa.eu/meps/en/197535,agnesevren,EPP,agnesevren
Tanja FAJON,Slovenia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96911,Socialni demokrati,http://twitter.com/tfajon,https://www.europarl.europa.eu/meps/en/96911,http://twitter.com/tfajon,S&D,http://twitter.com/tfajon
Gheorghe FALCĂ,Romania,Group of the European People's Party (Christian Democrats),197649,Partidul Naţional Liberal,NA,https://www.europarl.europa.eu/meps/en/197649,NA,EPP,NA
Nigel FARAGE,United Kingdom,Non-attached Members,4525,The Brexit Party,https://twitter.com/Nigel_Farage,https://www.europarl.europa.eu/meps/en/4525,Nigel_Farage,"NA",nigel_farage
Laurence FARRENG,France,Renew Europe Group,197589,Mouvement Démocrate,https://twitter.com/laurencefarreng,https://www.europarl.europa.eu/meps/en/197589,laurencefarreng,RE,laurencefarreng
Fredrick FEDERLEY,Sweden,Renew Europe Group,124989,Centerpartiet,NA,https://www.europarl.europa.eu/meps/en/124989,NA,RE,NA
Markus FERBER,Germany,Group of the European People's Party (Christian Democrats),1917,Christlich-Soziale Union in Bayern e.V.,https://twitter.com/MarkusFerber,https://www.europarl.europa.eu/meps/en/1917,MarkusFerber,EPP,markusferber
José Manuel FERNANDES,Portugal,Group of the European People's Party (Christian Democrats),96899,Partido Social Democrata,https://twitter.com/JMFernandesEU,https://www.europarl.europa.eu/meps/en/96899,JMFernandesEU,EPP,jmfernandeseu
Jonás FERNÁNDEZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125046,Partido Socialista Obrero Español,https://twitter.com/jonasfernandez,https://www.europarl.europa.eu/meps/en/125046,jonasfernandez,S&D,jonasfernandez
Giuseppe FERRANDINO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,192634,Partito Democratico,https://twitter.com/giosiferrandino,https://www.europarl.europa.eu/meps/en/192634,giosiferrandino,S&D,giosiferrandino
Laura FERRARA,Italy,Non-attached Members,124833,Movimento 5 Stelle,https://twitter.com/LFerraraM5S,https://www.europarl.europa.eu/meps/en/124833,LFerraraM5S,"NA",lferraram5s
João FERREIRA,Portugal,Confederal Group of the European United Left - Nordic Green Left,96706,Partido Comunista Português,https://twitter.com/joao_ferreira33,https://www.europarl.europa.eu/meps/en/96706,joao_ferreira33,GUE-NGL,joao_ferreira33
Nicolaus FEST,Germany,Identity and Democracy Group,197480,Alternative für Deutschland,NA,https://www.europarl.europa.eu/meps/en/197480,NA,ID,NA
Carlo FIDANZA,Italy,European Conservatives and Reformists Group,96810,Fratelli d'Italia,http://twitter.com/fidanzacarlo,https://www.europarl.europa.eu/meps/en/96810,http://twitter.com/fidanzacarlo,ECR,http://twitter.com/fidanzacarlo
Pietro FIOCCHI,Italy,European Conservatives and Reformists Group,197607,Fratelli d'Italia,NA,https://www.europarl.europa.eu/meps/en/197607,NA,ECR,NA
Raffaele FITTO,Italy,European Conservatives and Reformists Group,4465,Fratelli d'Italia,https://twitter.com/raffaelefitto,https://www.europarl.europa.eu/meps/en/4465,raffaelefitto,ECR,raffaelefitto
Frances FITZGERALD,Ireland,Group of the European People's Party (Christian Democrats),197720,Fine Gael Party,https://twitter.com/FitzgeraldFrncs,https://www.europarl.europa.eu/meps/en/197720,FitzgeraldFrncs,EPP,fitzgeraldfrncs
Luke Ming FLANAGAN,Ireland,Confederal Group of the European United Left - Nordic Green Left,124985,Independent,https://twitter.com/lukeming,https://www.europarl.europa.eu/meps/en/124985,lukeming,GUE-NGL,lukeming
Valter FLEGO,Croatia,Renew Europe Group,197419,Istarski demokratski sabor - Dieta democratica istriana,NA,https://www.europarl.europa.eu/meps/en/197419,NA,RE,NA
Lance FORMAN,United Kingdom,Non-attached Members,197703,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/197703,NA,"NA",NA
Anna FOTYGA,Poland,European Conservatives and Reformists Group,28353,Prawo i Sprawiedliwość,NA,https://www.europarl.europa.eu/meps/en/28353,NA,ECR,NA
Loucas FOURLAS,Cyprus,Group of the European People's Party (Christian Democrats),197414,Democratic Rally,https://twitter.com/loucas_fourlas,https://www.europarl.europa.eu/meps/en/197414,loucas_fourlas,EPP,loucas_fourlas
Claire FOX,United Kingdom,Non-attached Members,197708,The Brexit Party,https://twitter.com/fox_claire,https://www.europarl.europa.eu/meps/en/197708,fox_claire,"NA",fox_claire
Tomasz FRANKOWSKI,Poland,Group of the European People's Party (Christian Democrats),197513,Platforma Obywatelska,NA,https://www.europarl.europa.eu/meps/en/197513,NA,EPP,NA
Cindy FRANSSEN,Belgium,Group of the European People's Party (Christian Democrats),197455,Christen-Democratisch & Vlaams,https://twitter.com/franssencindy,https://www.europarl.europa.eu/meps/en/197455,franssencindy,EPP,franssencindy
Romeo FRANZ,Germany,Group of the Greens/European Free Alliance,193273,Bündnis 90/Die Grünen,https://twitter.com/romeofranz1,https://www.europarl.europa.eu/meps/en/193273,romeofranz1,Greens–EFA,romeofranz1
Daniel FREUND,Germany,Group of the Greens/European Free Alliance,106936,Bündnis 90/Die Grünen,https://twitter.com/daniel_freund,https://www.europarl.europa.eu/meps/en/106936,daniel_freund,Greens–EFA,daniel_freund
Heléne FRITZON,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197391,Arbetarepartiet- Socialdemokraterna,NA,https://www.europarl.europa.eu/meps/en/197391,NA,S&D,NA
Niels FUGLSANG,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,101585,Socialdemokratiet,https://twitter.com/NielsFuglsang,https://www.europarl.europa.eu/meps/en/101585,NielsFuglsang,S&D,nielsfuglsang
Mario FURORE,Italy,Non-attached Members,197795,Movimento 5 Stelle,https://twitter.com/MarioFurore,https://www.europarl.europa.eu/meps/en/197795,MarioFurore,"NA",mariofurore
Søren GADE,Denmark,Renew Europe Group,197555,"Venstre, Danmarks Liberale Parti",NA,https://www.europarl.europa.eu/meps/en/197555,NA,RE,NA
Michael GAHLER,Germany,Group of the European People's Party (Christian Democrats),2341,Christlich Demokratische Union Deutschlands,NA,https://www.europarl.europa.eu/meps/en/2341,NA,EPP,NA
Kinga GÁL,Hungary,Group of the European People's Party (Christian Democrats),28150,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,https://www.europarl.europa.eu/meps/en/28150,NA,EPP,NA
Doktor Professor Lina GALVEZ MUÑOZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197702,Partido Socialista Obrero Español,https://twitter.com/linagalvezmunoz,https://www.europarl.europa.eu/meps/en/197702,linagalvezmunoz,S&D,linagalvezmunoz
Claudia GAMON,Austria,Renew Europe Group,197632,NEOS – Das Neue Österreich,https://twitter.com/dieGamon,https://www.europarl.europa.eu/meps/en/197632,dieGamon,RE,diegamon
Gianna GANCIA,Italy,Identity and Democracy Group,197582,Lega,https://twitter.com/giannagancia,https://www.europarl.europa.eu/meps/en/197582,giannagancia,ID,giannagancia
Ibán GARCIA DEL BLANCO,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197717,Partido Socialista Obrero Español,https://twitter.com/Ibangarciadb,https://www.europarl.europa.eu/meps/en/197717,Ibangarciadb,S&D,ibangarciadb
José Manuel GARCÍA-MARGALLO Y MARFIL,Spain,Group of the European People's Party (Christian Democrats),1992,Partido Popular,https://twitter.com/MargalloJm,https://www.europarl.europa.eu/meps/en/1992,MargalloJm,EPP,margallojm
Isabel GARCÍA MUÑOZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197742,Partido Socialista Obrero Español,NA,https://www.europarl.europa.eu/meps/en/197742,NA,S&D,NA
Iratxe GARCÍA PÉREZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,28298,Partido Socialista Obrero Español,https://twitter.com/IratxeGarper,https://www.europarl.europa.eu/meps/en/28298,IratxeGarper,S&D,iratxegarper
Eider GARDIAZABAL RUBIAL,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96991,Partido Socialista Obrero Español,https://twitter.com/EGardiazabal,https://www.europarl.europa.eu/meps/en/96991,EGardiazabal,S&D,egardiazabal
Luis GARICANO,Spain,Renew Europe Group,197554,Ciudadanos – Partido de la Ciudadanía,https://twitter.com/lugaricano,https://www.europarl.europa.eu/meps/en/197554,lugaricano,RE,lugaricano
Jean-Paul GARRAUD,France,Identity and Democracy Group,197628,Rassemblement national,NA,https://www.europarl.europa.eu/meps/en/197628,NA,ID,NA
Evelyne GEBHARDT,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1913,Sozialdemokratische Partei Deutschlands,NA,https://www.europarl.europa.eu/meps/en/1913,NA,S&D,NA
Alexandra GEESE,Germany,Group of the Greens/European Free Alliance,183916,Bündnis 90/Die Grünen,https://twitter.com/alexandra_geese,https://www.europarl.europa.eu/meps/en/183916,alexandra_geese,Greens–EFA,alexandra_geese
Jens GEIER,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96833,Sozialdemokratische Partei Deutschlands,NA,https://www.europarl.europa.eu/meps/en/96833,NA,S&D,NA
Chiara GEMMA,Italy,Non-attached Members,197794,Movimento 5 Stelle,NA,https://www.europarl.europa.eu/meps/en/197794,NA,"NA",NA
Giorgos GEORGIOU,Cyprus,Confederal Group of the European United Left - Nordic Green Left,197416,Progressive Party of Working People - Left - New Forces,NA,https://www.europarl.europa.eu/meps/en/197416,NA,GUE-NGL,NA
Alexandros GEORGOULIS,Greece,Confederal Group of the European United Left - Nordic Green Left,197819,Coalition of the Radical Left,https://twitter.com/georgoulisalexi,https://www.europarl.europa.eu/meps/en/197819,georgoulisalexi,GUE-NGL,georgoulisalexi
Helmut GEUKING,Germany,European Conservatives and Reformists Group,197436,Familien-Partei Deutschlands,NA,https://www.europarl.europa.eu/meps/en/197436,NA,ECR,NA
Cristian GHINEA,Romania,Renew Europe Group,197661,USR-PLUS,NA,https://www.europarl.europa.eu/meps/en/197661,NA,RE,NA
Dino GIARRUSSO,Italy,Non-attached Members,197804,Movimento 5 Stelle,NA,https://www.europarl.europa.eu/meps/en/197804,NA,"NA",NA
Barbara Ann GIBSON,United Kingdom,Renew Europe Group,197600,Liberal Democrats,NA,https://www.europarl.europa.eu/meps/en/197600,NA,RE,NA
Sven GIEGOLD,Germany,Group of the Greens/European Free Alliance,96730,Bündnis 90/Die Grünen,NA,https://www.europarl.europa.eu/meps/en/96730,NA,Greens–EFA,NA
Jens GIESEKE,Germany,Group of the European People's Party (Christian Democrats),124807,Christlich Demokratische Union Deutschlands,NA,https://www.europarl.europa.eu/meps/en/124807,NA,EPP,NA
Neena GILL,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4533,Labour Party,https://twitter.com/NeenaGmep,https://www.europarl.europa.eu/meps/en/4533,NeenaGmep,S&D,neenagmep
Nathan GILL,United Kingdom,Non-attached Members,124965,The Brexit Party,https://twitter.com/NathanGillMEP,https://www.europarl.europa.eu/meps/en/124965,NathanGillMEP,"NA",nathangillmep
James Alexander GLANCY,United Kingdom,Non-attached Members,197751,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/197751,NA,"NA",NA
Andreas GLÜCK,Germany,Renew Europe Group,197443,Freie Demokratische Partei,NA,https://www.europarl.europa.eu/meps/en/197443,NA,RE,NA
Raphaël GLUCKSMANN,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197694,Place publique,https://twitter.com/rglucks1,https://www.europarl.europa.eu/meps/en/197694,rglucks1,S&D,rglucks1
Charles GOERENS,Luxembourg,Renew Europe Group,840,Parti démocratique,NA,https://www.europarl.europa.eu/meps/en/840,NA,RE,NA
Mónica Silvana GONZÁLEZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197728,Partido Socialista Obrero Español,NA,https://www.europarl.europa.eu/meps/en/197728,NA,S&D,NA
Nicolás GONZALEZ CASARES,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197718,Partido Socialista Obrero Español,NA,https://www.europarl.europa.eu/meps/en/197718,NA,S&D,NA
Esteban GONZÁLEZ PONS,Spain,Group of the European People's Party (Christian Democrats),125027,Partido Popular,https://twitter.com/gonzalezpons,https://www.europarl.europa.eu/meps/en/125027,gonzalezpons,EPP,gonzalezpons
Valentino GRANT,Italy,Identity and Democracy Group,197799,Lega,https://twitter.com/ValentinoGrant,https://www.europarl.europa.eu/meps/en/197799,ValentinoGrant,ID,valentinogrant
Maria GRAPINI,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124785,Partidul Social Democrat,https://twitter.com/mariagrapini,https://www.europarl.europa.eu/meps/en/124785,mariagrapini,S&D,mariagrapini
Markéta GREGOROVÁ,Czechia,Group of the Greens/European Free Alliance,197549,PIRÁTI,http://twitter.com/MarketkaG,https://www.europarl.europa.eu/meps/en/197549,http://twitter.com/MarketkaG,Greens–EFA,http://twitter.com/marketkag
Theresa GRIFFIN,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124961,Labour Party,https://twitter.com/TheresaG_EU,https://www.europarl.europa.eu/meps/en/124961,TheresaG_EU,S&D,theresag_eu
Catherine GRISET,France,Identity and Democracy Group,94649,Rassemblement national,https://twitter.com/GrisetCatherine,https://www.europarl.europa.eu/meps/en/94649,GrisetCatherine,ID,grisetcatherine
Klemen GROŠELJ,Slovenia,Renew Europe Group,197452,Lista Marjana Šarca,NA,https://www.europarl.europa.eu/meps/en/197452,NA,RE,NA
Christophe GRUDLER,France,Renew Europe Group,197557,Mouvement Démocrate,https://twitter.com/grudlerch,https://www.europarl.europa.eu/meps/en/197557,grudlerch,RE,grudlerch
Elisabetta GUALMINI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197618,Partito Democratico,NA,https://www.europarl.europa.eu/meps/en/197618,NA,S&D,NA
Roberto GUALTIERI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96892,Partito Democratico,http://twitter.com/gualtierieurope,https://www.europarl.europa.eu/meps/en/96892,http://twitter.com/gualtierieurope,S&D,http://twitter.com/gualtierieurope
Francisco GUERREIRO,Portugal,Group of the Greens/European Free Alliance,197645,Pessoas-Animais-Natureza,NA,https://www.europarl.europa.eu/meps/en/197645,NA,Greens–EFA,NA
Bernard GUETTA,France,Renew Europe Group,197543,Liste Renaissance,NA,https://www.europarl.europa.eu/meps/en/197543,NA,RE,NA
Sylvie GUILLAUME,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96952,Parti socialiste,NA,https://www.europarl.europa.eu/meps/en/96952,NA,S&D,NA
José GUSMÃO,Portugal,Confederal Group of the European United Left - Nordic Green Left,88715,Bloco de Esquerda,https://twitter.com/joseggusmao,https://www.europarl.europa.eu/meps/en/88715,joseggusmao,GUE-NGL,joseggusmao
Jytte GUTELAND,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124991,Arbetarepartiet- Socialdemokraterna,https://twitter.com/JytteGuteland,https://www.europarl.europa.eu/meps/en/124991,JytteGuteland,S&D,jytteguteland
Márton GYÖNGYÖSI,Hungary,Non-attached Members,198063,Jobbik Magyarországért Mozgalom,https://twitter.com/GyongyosiMarton,https://www.europarl.europa.eu/meps/en/198063,GyongyosiMarton,"NA",gyongyosimarton
Enikő GYŐRI,Hungary,Group of the European People's Party (Christian Democrats),96830,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,https://www.europarl.europa.eu/meps/en/96830,NA,EPP,NA
András GYÜRK,Hungary,Group of the European People's Party (Christian Democrats),23816,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,https://www.europarl.europa.eu/meps/en/23816,NA,EPP,NA
Ben HABIB,United Kingdom,Non-attached Members,197642,The Brexit Party,https://twitter.com/benhabib6,https://www.europarl.europa.eu/meps/en/197642,benhabib6,"NA",benhabib6
Svenja HAHN,Germany,Renew Europe Group,197444,Freie Demokratische Partei,https://twitter.com/svenja_hahn,https://www.europarl.europa.eu/meps/en/197444,svenja_hahn,RE,svenja_hahn
Henrike HAHN,Germany,Group of the Greens/European Free Alliance,197457,Bündnis 90/Die Grünen,https://twitter.com/henrikehahn,https://www.europarl.europa.eu/meps/en/197457,henrikehahn,Greens–EFA,henrikehahn
Roman HAIDER,Austria,Identity and Democracy Group,198176,Freiheitliche Partei Österreichs,NA,https://www.europarl.europa.eu/meps/en/198176,NA,ID,NA
